date,ticker,open,high,low,close,volume
2026-05-08,GOOG,394.27,398.37,393.67,397.05,13762460
2026-05-11,GOOG,390.69,394.33,386.23,386.77,16314950
2026-05-12,GOOG,385,386.44,379.72,383.82,17103930
2026-05-13,GOOG,381.905,399.93,381.58,399.04,18160120
2026-05-14,GOOG,393.79,399.104,392.728,397.17,13805370
2026-05-15,GOOG,393.215,395.88,389.76,393.32,15801940
2026-05-18,GOOG,392.125,404.47,390.9,393.11,18592790
2026-05-19,GOOG,393.3,393.3627,383,384.9,25559380
2026-05-20,GOOG,385.04,390.6999,380,384.9,16488130
2026-05-21,GOOG,382.01,388.68,379.48,383.47,16837600
2026-05-22,GOOG,383.26,384.87,378.26,379.38,13382790
2026-05-26,GOOG,380.995,385.39,379.14,384.84,16150930
2026-05-27,GOOG,382.765,389.725,382,384.83,16893150
2026-05-28,GOOG,383.86,390,381.25,386.12,20795410
2026-05-29,GOOG,381.225,381.65,374.3,376.43,48018560
2026-06-01,GOOG,372.575,374.6,369.71,372.58,19091890
2026-06-02,GOOG,363.16,369.7899,355,358.39,34648620
2026-06-03,GOOG,358.335,362.5,354.38,355.68,43031000
2026-06-04,GOOG,355.44,369.86,354.8,369.27,37746170
2026-06-05,GOOG,363.38,369.2,361.63,365.76,23411520
2026-06-08,GOOG,362.485,363.38,357.89,361.17,18738970
2026-06-09,GOOG,364.885,369.6922,354.72,362.29,19873600
2026-06-10,GOOG,361.05,366.31,352.81,353.32,19878640
2026-06-11,GOOG,353.05,358.01,343.63,356.56,28771800
2026-06-12,GOOG,361.1,364.7725,353.34,358.16,17657660
2026-06-15,GOOG,365.99,370.65,364.65,367.11,17268650
2026-06-16,GOOG,367.465,373.6,365.32,371.1,16492790
2026-06-17,GOOG,367.05,370.15,360.23,362.1,16003510
2026-06-18,GOOG,363.89,369,356.6082,367.46,29339120
2026-06-22,GOOG,357.135,358.2,340.94,348.78,32211160
2026-06-23,GOOG,340.105,348.72,339.715,346.08,21820940
2026-06-24,GOOG,348.72,352.83,341.5,345.04,23898380
2026-06-25,GOOG,336.92,343.19,335.9,342.19,27687550
2026-06-26,GOOG,340.98,344.12,333.69,334.69,82484580
2026-06-29,GOOG,339.95,351.97,338.81,351.28,25565730
2026-06-30,GOOG,350.96,355.39,348.11,353.33,21278450
2026-07-01,GOOG,354.615,359.56,353.23,357.89,19546770
2026-07-02,GOOG,356.15,360.99,350.32,356.18,15553220
2026-07-06,GOOG,358.195,365.68,354.19,364.9,22652680
2026-07-07,GOOG,367.235,370.89,362.42,363.62,16443930
2026-07-08,GOOG,362.21,364.98,354.7,358.71,14710420
2026-07-09,GOOG,351.085,356.73,348.66,356.24,17217450
2026-07-10,GOOG,354.954,355.68,350.7,355.03,11618450
2026-07-13,GOOG,353.99,355.75,349.82,350.67,10583510
2026-07-14,GOOG,348.84,357.88,348.84,357.33,11252560
2026-07-15,GOOG,356.01,372.14,355.67,370.21,20258170
2026-07-16,GOOG,372.17,374.35,351.6701,353.81,23603710
2026-07-17,GOOG,345.77,348.17,341.125,346.12,22023950
2026-07-20,GOOG,350.17,359.49,350.005,351.37,13203260
2026-07-21,GOOG,350.56,350.74,346.01,346.19,17419520
2026-07-22,GOOG,347.18,349.45,341.64,341.91,23273840
2026-07-23,GOOG,321.63,324.45,314.89,318.34,46751950
2026-07-24,GOOG,318.3,323.98,317.5,319.09,21630770
2026-07-27,GOOG,324.74,330.1014,324.41,326.57,21419630
2026-07-28,GOOG,327.8,335.21,324.54,332.6,20986950
2026-07-29,GOOG,333.5,341.98,330.4079,335.76,20242940
2026-07-30,GOOG,333.08,335.45,329.82,333.68,17309470
2026-07-31,GOOG,340.07,358.88,339.16,356.65,30514550
2026-08-03,GOOG,365.3,376.1,363.26,372.47,27165420
2026-08-04,GOOG,366.52,377.669,366.16,375.35,19983340
2026-08-05,GOOG,380,381.81,355.16,360.13,29436260
2026-08-06,GOOG,358.792,361.96,355.83,356.62,16513400
2026-08-07,GOOG,355.28,357.55,352.82,353.47,14516680
